Sucursal,Zona,MAC,FECHA,X,Y,,,,,,,,,,,
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.9838588,14.84508485,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,6.01E+11,17/03/2021 13:50:00,23.1123723,26.79540622,601000,60,6010,10,00,00,00,00,0000,000000,60:10:00:00:00:00
922784,ITK,88403BBD2CE2,17/03/2021 13:50:00,10.40425871,6.518850892,88403B,88,8840,40,3B,BD,2C,E2,2CE2,BD2CE2,88:40:3B:BD:2C:E2
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.83525754,7.426222666,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.08030442,17.43066299,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Entretenimiento Audio,F0D7AA787E24,17/03/2021 13:57:00,14.7645497,20.59266143,F0D7AA,F0,F0D7,D7,AA,78,7E,24,7E24,787E24,F0:D7:AA:78:7E:24
922784,ITK,B474432D24DF,17/03/2021 13:58:00,10.40425871,6.518850892,B47443,B4,B474,74,43,2D,24,DF,24DF,2D24DF,B4:74:43:2D:24:DF
922784,Banco Zona Espera,404E3699E74F,17/03/2021 14:17:00,10.39968557,15.32985016,404E36,40,404E,4E,36,99,E7,4F,E74F,99E74F,40:4E:36:99:E7:4F
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,13.99212279,7.253567086,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 14:27:00,24.27950453,15.50340192,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Telefonía,34F150053B5E,17/03/2021 11:01:00,18.76731834,8.23142283,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Entretenimiento Audio,10E9537BD1DA,17/03/2021 14:31:00,14.7645497,20.59266143,10E953,10,10E9,E9,53,7B,D1,DA,D1DA,7BD1DA,10:E9:53:7B:D1:DA
922784,Conectividad Telefonía,304B07F5262D,15/03/2021 12:03:00,15.45010004,8.945499893,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Telefonía,601D91F5C2E3,15/03/2021 12:03:00,16.6326213,8.606687621,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,13.00918619,14.92683465,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,13.78456746,7.211064287,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Banco Zona Espera,2446C87CED6B,17/03/2021 15:29:00,13.90500391,18.49129233,2446C8,24,2446,46,C8,7C,ED,6B,ED6B,7CED6B,24:46:C8:7C:ED:6B
922784,Banco Zona Espera,D4C94B1D98C4,17/03/2021 15:24:00,13.14416674,17.80509424,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Entretenimiento Audio,34F150053B5E,17/03/2021 11:01:00,13.57545433,18.19407198,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.34234694,14.89540159,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,60720B9F79C7,17/03/2021 15:19:00,24.34234694,14.89540159,60720B,60,6072,72,0B,9F,79,C7,79C7,9F79C7,60:72:0B:9F:79:C7
922784,Conectividad Telefonía,DCDCE23C833C,17/03/2021 15:25:00,11.57701309,10.3041769,DCDCE2,DC,DCDC,DC,E2,3C,83,3C,833C,3C833C,DC:DC:E2:3C:83:3C
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,17.91094496,8.056056268,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,8058F8658A0F,17/03/2021 15:35:00,23.1123723,26.79540622,8058F8,80,8058,58,F8,65,8A,0F,8A0F,658A0F,80:58:F8:65:8A:0F
922784,Entretenimiento Audio,34F150053B5E,17/03/2021 11:01:00,15.50831507,19.93731664,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Entretenimiento Audio,1094BB44B0C1,17/03/2021 15:31:00,14.7645497,20.59266143,1094BB,10,1094,94,BB,44,B0,C1,B0C1,44B0C1,10:94:BB:44:B0:C1
922784,Conectividad Telefonía,601D91F5C2E3,15/03/2021 12:03:00,10.76175951,10.28878847,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.46731617,13.6863243,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,7C230222CD4C,17/03/2021 15:29:00,24.42809537,14.06578547,7C2302,7C,7C23,23,02,22,CD,4C,CD4C,22CD4C,7C:23:02:22:CD:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.35552664,7.532762414,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,16.33870581,7.734096032,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,ACAFB9BDEC4C,17/03/2021 14:51:00,16.32197315,20.67115383,ACAFB9,AC,ACAF,AF,B9,BD,EC,4C,EC4C,BDEC4C,AC:AF:B9:BD:EC:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.21502164,16.12727383,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Banco Asesores,D4C94B1D98C4,17/03/2021 14:51:00,13.01290997,9.643795925,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Telefonía,601D91F5C2E3,15/03/2021 12:03:00,13.30220822,9.560907098,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,13.94299607,7.243507007,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Banco Asesores,B41C30F639FC,17/03/2021 15:12:00,6.245144478,11.5828748,B41C30,B4,B41C,1C,30,F6,39,FC,39FC,F639FC,B4:1C:30:F6:39:FC
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 14:51:00,18.47969894,8.077468747,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Hogar Muebles,304B076061EE,17/03/2021 15:20:00,23.1123723,26.79540622,304B07,30,304B,4B,07,60,61,EE,61EE,6061EE,30:4B:07:60:61:EE
922784,Entretenimiento Audio,B41C30F639FC,17/03/2021 15:20:00,14.7645497,20.59266143,B41C30,B4,B41C,1C,30,F6,39,FC,39FC,F639FC,B4:1C:30:F6:39:FC
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.75370203,20.59054105,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,246F8CDF3D61,17/03/2021 14:42:00,10.40425871,6.518850892,246F8C,24,246F,6F,8C,DF,3D,61,3D61,DF3D61,24:6F:8C:DF:3D:61
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.15296516,7.28650409,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Entretenimiento Audio,D0FCCCCEC192,17/03/2021 15:20:00,14.7645497,20.59266143,D0FCCC,D0,D0FC,FC,CC,CE,C1,92,C192,CEC192,D0:FC:CC:CE:C1:92
922784,Conectividad Computo,60720B9F79C7,17/03/2021 15:19:00,24.72411296,11.2018153,60720B,60,6072,72,0B,9F,79,C7,79C7,9F79C7,60:72:0B:9F:79:C7
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,13.24973053,15.70324507,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Entretenimiento Audio,4E4424DC87CD,17/03/2021 15:22:00,14.7645497,20.59266143,4E4424,4E,4E44,44,24,DC,87,CD,87CD,DC87CD,4E:44:24:DC:87:CD
922784,Conectividad Telefonía,7C230222CD4C,17/03/2021 15:26:00,13.16531542,15.43077652,7C2302,7C,7C23,23,02,22,CD,4C,CD4C,22CD4C,7C:23:02:22:CD:4C
922784,ITK,DCDCE23C833C,17/03/2021 15:25:00,13.8797999,7.230565813,DCDCE2,DC,DCDC,DC,E2,3C,83,3C,833C,3C833C,DC:DC:E2:3C:83:3C
922784,ITK,048C9ACC1F96,17/03/2021 14:03:00,9.320214923,10.70181529,048C9A,04,048C,8C,9A,CC,1F,96,1F96,CC1F96,04:8C:9A:CC:1F:96
922784,Hogar Muebles,E0C0D11771F1,17/03/2021 16:00:00,17.59752109,8.330227571,E0C0D1,E0,E0C0,C0,D1,17,71,F1,71F1,1771F1,E0:C0:D1:17:71:F1
922784,Banco Zona Espera,D4C94B1D98C4,17/03/2021 15:56:00,12.07090989,16.83712525,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,ITK,D2E95038ACAB,17/03/2021 16:00:00,10.40425871,6.518850892,D2E950,D2,D2E9,E9,50,38,AC,AB,ACAB,38ACAB,D2:E9:50:38:AC:AB
922784,Banco Asesores,A0D80763F45C,17/03/2021 16:03:00,6.245144478,11.5828748,A0D807,A0,A0D8,D8,07,63,F4,5C,F45C,63F45C,A0:D8:07:63:F4:5C
922784,Conectividad Computo,A0D807642DFA,15/03/2021 17:43:00,24.93424438,9.168793819,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,19.13257617,8.306219656,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Colchones,E0C0D11771F1,17/03/2021 16:00:00,19.8366061,7.688691977,E0C0D1,E0,E0C0,C0,D1,17,71,F1,71F1,1771F1,E0:C0:D1:17:71:F1
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.08643245,17.37137424,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.8408992,19.74690847,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,C08C71E71C4B,17/03/2021 16:09:00,10.40425871,6.518850892,C08C71,C0,C08C,8C,71,E7,1C,4B,1C4B,E71C4B,C0:8C:71:E7:1C:4B
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.76311571,7.616227753,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Banco Asesores,E0C0D11771F1,17/03/2021 16:00:00,12.72903388,9.725131208,E0C0D1,E0,E0C0,C0,D1,17,71,F1,71F1,1771F1,E0:C0:D1:17:71:F1
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 16:12:00,17.84498814,22.04475912,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Hogar Muebles,AC92327D09BF,17/03/2021 16:15:00,23.1123723,26.79540622,AC9232,AC,AC92,92,32,7D,09,BF,09BF,7D09BF,AC:92:32:7D:09:BF
922784,Entretenimiento Audio,C08C71E71C4B,17/03/2021 16:15:00,14.7645497,20.59266143,C08C71,C0,C08C,8C,71,E7,1C,4B,1C4B,E71C4B,C0:8C:71:E7:1C:4B
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.21502164,16.12727383,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Banco Zona Espera,D4C94B1D98C4,17/03/2021 15:35:00,14.12472564,18.68945908,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Hogar Muebles,2446C87CED6B,17/03/2021 15:33:00,23.77912979,20.34452752,2446C8,24,2446,46,C8,7C,ED,6B,ED6B,7CED6B,24:46:C8:7C:ED:6B
922784,Conectividad Telefonía,34F150053B5E,17/03/2021 11:01:00,11.75373523,16.55106583,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Linea Blanca Lavadoras,601D91F5C2E3,15/03/2021 12:03:00,23.97191649,18.47931613,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.74934196,20.63272476,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,A0D807642DFA,15/03/2021 17:43:00,24.78575646,10.60541443,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Banco Zona Espera,2446C87CED6B,17/03/2021 15:50:00,12.00050698,16.77362896,2446C8,24,2446,46,C8,7C,ED,6B,ED6B,7CED6B,24:46:C8:7C:ED:6B
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 15:50:00,24.45453592,13.80997321,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Telefonía,60720B9F79C7,17/03/2021 15:54:00,15.74630445,8.860632336,60720B,60,6072,72,0B,9F,79,C7,79C7,9F79C7,60:72:0B:9F:79:C7
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.10978764,17.14541284,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.55017446,12.88467032,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.07491119,17.48284247,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Entretenimiento Audio,A85AE07795F7,17/03/2021 17:18:00,14.7645497,20.59266143,A85AE0,A8,A85A,5A,E0,77,95,F7,95F7,7795F7,A8:5A:E0:77:95:F7
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 17:18:00,23.65231749,21.57143653,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Linea Blanca Lavadoras,601D91F5C2E3,15/03/2021 12:03:00,23.97829374,18.41761624,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Telefonía,A0D807642DFA,15/03/2021 17:43:00,13.3412699,15.9987088,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.53355072,7.3644397,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.2139193,16.13793897,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,ITK,E0248104C04E,17/03/2021 17:35:00,10.40425871,6.518850892,E02481,E0,E024,24,81,04,C0,4E,C04E,04C04E,E0:24:81:04:C0:4E
922784,Conectividad Telefonía,A0D807642DFA,15/03/2021 17:43:00,13.82603929,17.56341,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.59597803,7.582001607,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Banco Asesores,348A7B00C2F0,17/03/2021 16:23:00,6.245144478,11.5828748,348A7B,34,348A,8A,7B,00,C2,F0,C2F0,00C2F0,34:8A:7B:00:C2:F0
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 17:30:00,17.5531794,8.34293221,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,C08C71E71C4B,17/03/2021 16:15:00,24.05531111,17.67247322,C08C71,C0,C08C,8C,71,E7,1C,4B,1C4B,E71C4B,C0:8C:71:E7:1C:4B
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.30807581,15.22697476,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.37100514,14.61813344,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,ITK,34F150053B5E,17/03/2021 11:01:00,17.06504204,7.882833827,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.43598623,13.98944142,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Linea Blanca Lavadoras,601D91F5C2E3,15/03/2021 12:03:00,23.98622019,18.34092791,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.04998784,17.7239759,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,34F150053B5E,17/03/2021 11:01:00,17.14432239,7.899068711,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Entretenimiento Audio,A0D80763F45C,17/03/2021 16:51:00,14.7645497,20.59266143,A0D807,A0,A0D8,D8,07,63,F4,5C,F45C,63F45C,A0:D8:07:63:F4:5C
922784,Sin asignar Planta Baja,2446C8CB354C,13/03/2021 22:11:00,9.128582393,14.18344381,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 16:33:00,23.83608979,19.79343947,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Entretenimiento Audio,36D3E45F089F,17/03/2021 16:58:00,14.7645497,20.59266143,36D3E4,36,36D3,D3,E4,5F,08,9F,089F,5F089F,36:D3:E4:5F:08:9F
922784,Linea Blanca Lavadoras,601D91F5C2E3,15/03/2021 12:03:00,23.89527168,19.22085467,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Linea Blanca Estufas,04D3950742E4,15/03/2021 12:03:00,24.01909865,18.02282878,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Entretenimiento Audio,048C9ACC1F96,17/03/2021 16:59:00,16.58706291,20.91023794,048C9A,04,048C,8C,9A,CC,1F,96,1F96,CC1F96,04:8C:9A:CC:1F:96
922784,Banco Asesores,2446C87CED6B,17/03/2021 16:25:00,14.25643883,9.287503947,2446C8,24,2446,46,C8,7C,ED,6B,ED6B,7CED6B,24:46:C8:7C:ED:6B
922784,Hogar Muebles,348A7B00C2F0,17/03/2021 16:23:00,24.28089161,15.48998186,348A7B,34,348A,8A,7B,00,C2,F0,C2F0,00C2F0,34:8A:7B:00:C2:F0
922784,Conectividad Computo,C08C71E71C4B,17/03/2021 16:15:00,24.05410639,17.68412885,C08C71,C0,C08C,8C,71,E7,1C,4B,1C4B,E71C4B,C0:8C:71:E7:1C:4B
922784,Linea Blanca Lavadoras,304B07F5262D,15/03/2021 12:03:00,23.9797625,18.40340599,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.24734581,15.81453752,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.31423741,15.16736127,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,ACBD70A15D53,17/03/2021 16:29:00,10.40425871,6.518850892,ACBD70,AC,ACBD,BD,70,A1,5D,53,5D53,A15D53,AC:BD:70:A1:5D:53
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 16:33:00,16.94174396,8.518118769,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,ITK,34F150053B5E,17/03/2021 11:01:00,16.72883921,7.813986831,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.11249092,17.11925857,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Hogar Muebles,3880DF20B94D,17/03/2021 16:42:00,15.43388528,8.950145695,3880DF,38,3880,80,DF,20,B9,4D,B94D,20B94D,38:80:DF:20:B9:4D
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 16:33:00,23.79320095,20.20838901,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,A0D80763F45C,17/03/2021 16:44:00,23.05341971,9.10912277,A0D807,A0,A0D8,D8,07,63,F4,5C,F45C,63F45C,A0:D8:07:63:F4:5C
922784,Conectividad Computo,AC92327D09BF,17/03/2021 16:44:00,23.05341971,9.10912277,AC9232,AC,AC92,92,32,7D,09,BF,09BF,7D09BF,AC:92:32:7D:09:BF
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.14617095,16.79340427,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,13.69174387,7.192056044,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Banco Zona Espera,D4C94B1D98C4,17/03/2021 17:04:00,12.39996781,17.13390217,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,ITK,34F150053B5E,17/03/2021 11:01:00,16.37030795,7.74056746,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.37490495,14.58040279,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.49857902,13.38385616,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,34F150053B5E,17/03/2021 11:01:00,12.00050698,16.77362896,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Entretenimiento Audio,34F150053B5E,17/03/2021 11:01:00,14.40144249,18.93902966,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.1456765,16.79818804,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,08CC27F6DFEA,17/03/2021 17:38:00,10.40425871,6.518850892,08CC27,08,08CC,CC,27,F6,DF,EA,DFEA,F6DFEA,08:CC:27:F6:DF:EA
922784,Entretenimiento Audio,A0D807642DFA,15/03/2021 17:43:00,14.00259946,18.13329727,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Hogar Muebles,66A71BFDABF4,17/03/2021 17:45:00,24.21213741,16.15517881,66A71B,66,66A7,A7,1B,FD,AB,F4,ABF4,FDABF4,66:A7:1B:FD:AB:F4
922784,Entretenimiento Audio,1277CBFC5099,17/03/2021 17:44:00,14.7645497,20.59266143,1277CB,12,1277,77,CB,FC,50,99,5099,FC5099,12:77:CB:FC:50:99
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.2483317,15.80499903,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Entretenimiento Audio,FE9F3F120E6C,17/03/2021 17:43:00,14.7645497,20.59266143,FE9F3F,FE,FE9F,9F,3F,12,0E,6C,0E6C,120E6C,FE:9F:3F:12:0E:6C
922784,Entretenimiento Audio,ACC1EE8AC593,17/03/2021 17:42:00,14.7645497,20.59266143,ACC1EE,AC,ACC1,C1,EE,8A,C5,93,C593,8AC593,AC:C1:EE:8A:C5:93
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.44808317,13.87240359,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.91175356,19.0613925,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,CC9F7A789387,17/03/2021 18:29:00,10.40425871,6.518850892,CC9F7A,CC,CC9F,9F,7A,78,93,87,9387,789387,CC:9F:7A:78:93:87
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,13.61437969,16.88023148,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,34F150053B5E,17/03/2021 11:01:00,20.65559354,12.43111111,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.5777278,12.61809178,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Entretenimiento Audio,A8C2520EB341,17/03/2021 18:42:00,14.7645497,20.59266143,A8C252,A8,A8C2,C2,52,0E,B3,41,B341,0EB341,A8:C2:52:0E:B3:41
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.48465689,13.51855283,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 18:00:00,24.14485079,16.80617687,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.63909513,12.02436285,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Entretenimiento Audio,C6CAAEA978F5,17/03/2021 18:03:00,14.7645497,20.59266143,C6CAAE,C6,C6CA,CA,AE,A9,78,F5,78F5,A978F5,C6:CA:AE:A9:78:F5
