Sucursal,Zona,MAC,FECHA,X,Y,,,,,,,,,,,
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.40793373,14.26084935,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,17.54580646,7.98128388,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.71505231,10.74972925,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.20685797,7.29754016,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.31069013,15.20168121,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.96475131,11.55568841,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.3021838,15.28397997,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.59913353,10.37557556,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.14922576,16.763849,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Telefonía,A0D807642DFA,15/03/2021 17:43:00,18.42324712,8.160964561,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.59915118,10.37563253,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.50762176,13.29636766,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Telefonía,A0D807642DFA,15/03/2021 17:43:00,18.58324277,8.193728173,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.14832775,16.77253719,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.04079183,17.81294722,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.03644383,7.262643067,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.11005719,17.14280487,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.20690487,7.297549764,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.30264583,15.27950978,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.91188883,7.646693237,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.39275594,14.40769446,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,13.39343915,16.16709666,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.49655087,7.561641097,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.36754872,14.65157436,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,A0D807642DFA,15/03/2021 17:43:00,24.27446947,15.55211614,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.09717995,11.98313134,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,13.56965723,16.73587979,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.21072792,16.16881557,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.935317,14.68840538,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.74426569,7.407589523,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.11835053,17.06256686,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,A0D807642DFA,15/03/2021 17:43:00,19.34168685,8.349040954,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.31540648,7.524546681,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.12071177,7.484677458,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.28112796,15.48769517,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.82169731,7.628223984,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.45956626,7.349289298,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.71021308,13.96183232,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.11356258,17.10889026,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.64291188,10.51687993,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.14737564,16.78174893,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.11489333,17.0960152,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,A0D807642DFA,15/03/2021 17:43:00,20.92804511,8.673892475,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.49512193,10.03985496,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.31079028,15.20071228,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.45219505,7.347779835,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.33829697,14.93458503,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Entretenimiento Audio,A0D807642DFA,15/03/2021 17:43:00,14.4079353,18.94488551,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.02012262,11.73441163,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.24655214,15.82221624,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.08349537,17.39979049,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.74730837,10.97739977,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.37595237,14.57026904,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.27877589,15.51045152,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.27877589,15.51045152,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.31233223,15.18579388,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.409215,14.2484531,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.43075826,7.548168206,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,16.35305858,7.737035165,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.24638192,15.82386313,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.34495842,14.87013554,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.24627371,7.305611643,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.27446947,15.55211614,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.42809537,14.06578547,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.02357949,11.74556944,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,304B072BF9E8,17/03/2021 06:35:00,10.40425871,6.518850892,304B07,30,304B,4B,07,2B,F9,E8,F9E8,2BF9E8,30:4B:07:2B:F9:E8
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.36935884,14.63406149,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.33984966,14.91956276,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,16.91689565,7.852496681,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.24593859,15.8281524,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.954432,11.52238051,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.27526854,15.54438508,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,16.16817273,7.699174582,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.44118304,13.09347795,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.43045065,14.04299821,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.30695846,15.23778514,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.5704538,7.371996644,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.40660098,7.338443165,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,17.46616216,7.964974465,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,16.00132131,7.665007056,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.21312836,16.1455913,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.31211917,15.18785524,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.34469439,14.87269,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,A0D807642DFA,15/03/2021 17:43:00,18.96303573,8.271501476,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.21029605,12.34823874,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Entretenimiento Audio,A0D807642DFA,15/03/2021 17:43:00,14.13206232,18.69607602,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.20341237,12.32602013,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.11328459,17.11157985,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.95005129,18.69086195,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,16.17192753,7.699943484,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.1137404,17.1071698,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.34425871,14.87690519,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.10527787,7.276738775,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.44412508,7.550905439,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.11463361,17.09852803,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.34206961,14.89808471,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,A0D807642DFA,15/03/2021 17:43:00,12.58440421,13.55575616,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.21259132,16.15078723,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.42080243,7.341351312,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.34166898,14.90196081,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.46868441,9.954521979,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.40471263,14.29201354,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.24429781,15.84402692,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.27945288,15.50390165,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.22903344,12.40871784,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.43566169,7.549172323,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.7839057,10.97196891,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.14827286,16.77306833,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.30677051,15.23960354,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.3380639,14.93683997,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.11679242,17.07764152,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.43168929,14.03101435,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.96792484,14.79365444,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,202D07CF02C0,17/03/2021 07:05:00,10.40425871,6.518850892,202D07,20,202D,2D,07,CF,02,C0,02C0,CF02C0,20:2D:07:CF:02:C0
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.75956,7.410721463,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.5938975,7.376797403,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,13.26323424,15.74683133,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Linea Blanca Estufas,04D3950742E4,15/03/2021 12:03:00,24.01745823,18.03869981,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,13.8174429,7.217796461,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.3195771,15.11569972,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.3195771,15.11569972,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.3195771,15.11569972,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,13.07941943,15.15352807,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.05034902,17.72048141,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,13.01931415,14.95952489,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.21246109,16.15204716,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.3020733,7.317038181,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.21303919,16.14645402,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.62358566,7.587655046,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.73379465,10.81022431,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.24609995,15.82659118,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.4082698,14.25759789,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.11345481,17.10993297,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Telefonía,34F150053B5E,17/03/2021 09:12:00,19.55267969,13.95910634,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,ITK,D89E614870D4,17/03/2021 10:45:00,10.40425871,6.518850892,D89E61,D8,D89E,9E,61,48,70,D4,70D4,4870D4,D8:9E:61:48:70:D4
922784,Hogar Colchones,CEB92069D182,17/03/2021 11:21:00,19.04158371,7.916479292,CEB920,CE,CEB9,B9,20,69,D1,82,D182,69D182,CE:B9:20:69:D1:82
922784,Conectividad Computo,34F150053B5E,17/03/2021 11:01:00,20.42248132,12.75406866,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.27625909,15.53480148,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,6AEDD271C4DA,17/03/2021 11:24:00,10.40425871,6.518850892,6AEDD2,6A,6AED,ED,D2,71,C4,DA,C4DA,71C4DA,6A:ED:D2:71:C4:DA
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.15187914,7.286281696,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,CEB92069D182,17/03/2021 11:21:00,24.38792023,14.45447997,CEB920,CE,CEB9,B9,20,69,D1,82,D182,69D182,CE:B9:20:69:D1:82
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 11:10:00,24.21210979,16.15544604,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,13.13784895,15.34212236,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 11:34:00,15.18692079,19.64745154,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Linea Blanca Lavadoras,304B07F5262D,15/03/2021 12:03:00,23.75411705,20.58652573,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,ITK,D62B213DE316,17/03/2021 11:38:00,10.40425871,6.518850892,D62B21,D6,D62B,2B,21,3D,E3,16,E316,3DE316,D6:2B:21:3D:E3:16
922784,ITK,889E33FC70BF,17/03/2021 11:38:00,10.40425871,6.518850892,889E33,88,889E,9E,33,FC,70,BF,70BF,FC70BF,88:9E:33:FC:70:BF
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.30574666,7.317790404,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.1469488,16.78587856,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.14481509,16.80652226,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.04954666,17.72824433,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
