FCSUCURSAL,FCZONA,FCMAC,FDFECHA,FCVALORX,FCVALORY
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,19.36050002,8.352893482
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,11.9167293,11.40068665
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,12.9838588,14.84508485
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,14.83525754,7.426222666
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,14.83525754,7.426222666
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.99212279,7.253567086
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.00918619,14.92683465
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.78456746,7.211064287
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,17.91094496,8.056056268
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,15.35552664,7.532762414
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,16.33870581,7.734096032
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,15.35552664,7.532762414
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.94299607,7.243507007
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,14.15296516,7.28650409
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.24973053,15.70324507
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.99212279,7.253567086
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,15.35552664,7.532762414
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,19.13257617,8.306219656
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,15.76311571,7.616227753
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,16.72883921,7.813986831
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,14.53355072,7.3644397
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,15.59597803,7.582001607
2784,Sin asignar Planta Baja,24:46:C8:CB:35:4C,13/03/2021 22:11:00,9.128582393,14.18344381
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,15.76311571,7.616227753
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.69174387,7.192056044
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,14.53355072,7.3644397
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.61437969,16.88023148
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,16.53796948,7.774900879
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,12.84734738,14.40446382
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,12.7843346,14.20107604
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.10091852,15.22292117
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,12.38749823,12.92019827
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,16.36535206,8.683264764
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.40289573,16.1976199
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,12.3875582,12.92039181
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,12.58440421,13.55575616
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.45983253,16.3813961
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,11.76591268,10.91389242
2784,Conectividad Computo,24:46:C8:CB:35:4C,13/03/2021 22:11:00,24.21126165,16.16365173
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,14.18739356,7.293554274
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,14.14220614,7.284300878
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,12.28864923,17.03350408
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,12.84835628,14.4077203
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,12.65069707,13.76973114
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,15.00722762,7.461438382
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.23994885,15.67167255
2784,Conectividad Computo,24:46:C8:CB:35:4C,13/03/2021 22:11:00,24.80442972,10.42475064
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,14.54921715,7.367647843
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,18.35578617,8.147150031
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,11.70545852,10.71876316
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,15.3974346,7.541344249
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,14.02807881,7.260930093
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,12.97792474,14.82593136
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,11.74343504,10.84134083
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,11.81960829,11.08720695
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.98089179,7.251267222
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.83901458,7.222213869
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,11.90857339,11.37436164
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,14.11520278,7.278771179
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,15.20818803,7.502590686
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,15.02691198,7.465469308
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,14.50187205,7.3579526
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,16.72883921,7.813986831
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,16.93553745,7.856314116
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,14.36750027,7.330436194
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,11.53775029,10.17744747
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,15.11137884,7.482766276
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,12.44205439,13.09629041
2784,Entretenimiento Audio,24:46:C8:CB:35:4C,13/03/2021 22:11:00,15.92531615,20.31340938
2784,Conectividad Computo,24:46:C8:CB:35:4C,13/03/2021 22:11:00,24.35393183,14.78331781
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.49351891,16.49012641
2784,Conectividad Computo,24:46:C8:CB:35:4C,13/03/2021 22:11:00,24.17991836,16.46689805
2784,Entretenimiento Audio,24:46:C8:CB:35:4C,13/03/2021 22:11:00,14.42515336,18.96041445
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.2029484,15.55224533
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,19.11189965,14.56977036
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,19.31384407,14.28999318
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.065408,15.10830307
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,14.59451926,7.376924725
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.96608466,7.248235045
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,11.96391537,11.55299021
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.74373153,7.202701982
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,13.2240266,9.583307451
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,16.12280778,7.689884833
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,16.54377783,7.776090303
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,14.76135057,7.411088134
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,16.32241663,7.730760364
2784,Conectividad Computo,24:46:C8:CB:35:4C,13/03/2021 22:11:00,24.25004909,15.78838325
2784,ITK,24:46:C8:CB:35:4C,13/03/2021 22:11:00,15.33345196,7.528242001
2784,Conectividad Telefonía,24:46:C8:CB:35:4C,13/03/2021 22:11:00,12.86233775,14.45284859
2784,Hogar Muebles,9C:2E:A1:B9:AA:55,14/03/2021 21:08:00,23.1123723,26.79540622
2784,Hogar Muebles,9C:2E:A1:B9:AA:55,14/03/2021 21:08:00,23.1123723,26.79540622
2784,Hogar Muebles,9C:2E:A1:B9:AA:55,14/03/2021 21:08:00,23.1123723,26.79540622
2784,Hogar Muebles,9C:2E:A1:B9:AA:55,14/03/2021 21:08:00,23.1123723,26.79540622
2784,Hogar Muebles,9C:2E:A1:B9:AA:55,14/03/2021 21:08:00,23.1123723,26.79540622
2784,Hogar Muebles,9C:2E:A1:B9:AA:55,14/03/2021 21:08:00,23.1123723,26.79540622
2784,Hogar Muebles,9C:2E:A1:B9:AA:55,14/03/2021 21:08:00,23.1123723,26.79540622
2784,Hogar Muebles,9C:2E:A1:B9:AA:55,14/03/2021 21:08:00,23.1123723,26.79540622
2784,Hogar Muebles,9C:2E:A1:B9:AA:55,14/03/2021 21:08:00,23.1123723,26.79540622
2784,Hogar Muebles,9C:2E:A1:B9:AA:55,14/03/2021 21:08:00,23.1123723,26.79540622
2784,Hogar Muebles,9C:2E:A1:B9:AA:55,14/03/2021 21:08:00,23.1123723,26.79540622
2784,Hogar Muebles,9C:2E:A1:B9:AA:55,14/03/2021 21:08:00,23.1123723,26.79540622
2784,Hogar Muebles,9C:2E:A1:B9:AA:55,14/03/2021 21:08:00,23.1123723,26.79540622
2784,Hogar Muebles,9C:2E:A1:B9:AA:55,14/03/2021 21:08:00,23.1123723,26.79540622
2784,Hogar Muebles,9C:2E:A1:B9:AA:55,14/03/2021 21:08:00,23.1123723,26.79540622
2784,Hogar Muebles,9C:2E:A1:B9:AA:55,14/03/2021 21:08:00,23.1123723,26.79540622
